,Opportunity ID,Account ID,StageName,IsClosed,IsWon,CreatedDate,Term in Months,Service,Opportunity Type,Product Group,Building ID,Market,Street Address,City,State,Postal Code,Network Proximity,On Zayo Network Status,Building Type,NumberOfEmployees,DandB Total Employees,X36 NPV List,AnnualRevenue,X36 NRR List,X36 MRC List,Longitude,Latitude,Industry,Estimated Build Cost,Net Classification,Vertical,Type,Total BRR
1640,Opp-001217,Acct-001192,2 - Best Case,False,False,10/19/16,240.0,,New Service,Dark Fiber - Metro,Bldg-502854,Denver,8900 Indiana St,Arvada,CO,80007,-1.0,Not on Zayo Network,,0.0,0.0,0.0,0.0,0.0,0.0,-105.1642533,39.8607351,,12400.0,Fiber Only,K-12 Education,Research & Education,0.0
1641,Opp-001217,Acct-001192,2 - Best Case,False,False,10/19/16,240.0,,New Service,Dark Fiber - Metro,Bldg-497327,Denver,Candelas Pkwy,Arvada,CO,80007,-1.0,Not on Zayo Network,,0.0,0.0,0.0,0.0,0.0,0.0,-105.2189034,39.865077299999996,,12400.0,Fiber Only,K-12 Education,Research & Education,0.0
1642,Opp-001218,Acct-000583,1 - Working,False,False,10/19/16,24.0,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,1732.0,3795.0,35295.06,551521038.0,0.0,3383.275,-96.819612,32.800805,,26388.0,On-Net,Internet Content & Software,Media & Content,30411.0
1643,Opp-001219,,Closed - Lost,True,False,10/19/16,36.0,,New Service,Managed WAN-LAN,Bldg-427602,Dallas,13555 Jupiter Rd,Dallas,TX,75238,13634.15,Not on Zayo Network,,0.0,0.0,0.0,0.0,0.0,0.0,-96.6843146,32.8821967,,352853.75,On-Net,unknown,unknown,0.0
1644,Opp-001219,,Closed - Lost,True,False,10/19/16,36.0,,New Service,Managed WAN-LAN,Bldg-497338,Dallas,3102 Miller Park S,Garland,TX,75042,-1.0,Not on Zayo Network,,0.0,0.0,0.0,0.0,0.0,0.0,-96.675732,32.902907899999995,,12000.0,Fiber Only,unknown,unknown,0.0
1645,Opp-001220,Acct-000009,5 - Accepted,True,True,10/19/16,60.0,,New Service,Ethernet,Bldg-027193,Atlanta,55 Marietta St NW,Atlanta,GA,30303,110.85,On Zayo Network,,12626.0,12326.0,22584.21958333333,5374799000.0,1109.8575,2183.6229000000003,-84.3908998,33.7559351,,13325.5,On-Net,National Carrier/ISP,Telecommunications,1915889.0
1646,Opp-001221,Acct-001161,2 - Best Case,False,False,10/19/16,36.0,,New Service,Ethernet,Bldg-014864,Atlanta,250 Williams St NW,Atlanta,GA,30303,280.06,On Zayo Network,,884.0,884.0,0.0,46007800.0,0.0,0.0,-84.3911416,33.7616219,,18401.8,On-Net,Regional Carrier/ISP,Telecommunications,56266.0
1647,Opp-001222,Acct-000179,Closed - Lost,True,False,10/19/16,-1.0,,New Service,Ethernet,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,1.0,1.0,14848.963999999998,92200.0,922.0,1473.02,-96.79411800000001,32.787255,,15880.2,Fiber Only,VOIP/VSP,Telecommunications,0.0
1648,Opp-001223,Acct-000513,Closed - Lost,True,False,10/19/16,12.0,,New Service,Wavelengths - Long Haul,Bldg-137316,Dallas,950 E Collins Blvd,Richardson,TX,75081,12.81,On Zayo Network,,0.0,0.0,23173.626666666667,0.0,2766.0,14198.43,-96.711049,32.96794310000001,,12768.6,Fiber Only,Internet Content & Software,Media & Content,53569.65
1649,Opp-001224,Acct-001161,5 - Accepted,True,True,10/19/16,24.0,,New Service,Wavelengths - Long Haul,Bldg-014864,Atlanta,250 Williams St NW,Atlanta,GA,30303,280.06,On Zayo Network,,884.0,884.0,0.0,46007800.0,0.0,0.0,-84.3911416,33.7616219,,18401.8,On-Net,Regional Carrier/ISP,Telecommunications,56266.0
1650,Opp-001225,Acct-000013,1 - Working,False,False,10/19/16,-1.0,,New Service,Wavelengths - Metro,Bldg-018751,Atlanta,1369 Spring St SE,Smyrna,GA,30080,105.12,On Zayo Network,,40000.0,40000.0,32009.30836697248,10779768901.96,1315.7018165137615,2418.917541284404,-84.513244,33.884115,,13153.6,On-Net,National Carrier/ISP,Telecommunications,5117529.0
1651,Opp-001225,Acct-000013,1 - Working,False,False,10/19/16,-1.0,,New Service,Wavelengths - Metro,Bldg-036879,Atlanta,4000 Highlands Pkwy SE,Smyrna,GA,30082,188.62,On Zayo Network,,40000.0,40000.0,32009.30836697248,10779768901.96,1315.7018165137615,2418.917541284404,-84.503055,33.829028,,15658.6,On-Net,National Carrier/ISP,Telecommunications,5117529.0
1652,Opp-001226,Acct-000186,3 - Committed,False,False,10/19/16,36.0,,New Service,Wavelengths - Long Haul,Bldg-038071,Atlanta,1100 White St SW,Atlanta,GA,30310,297.34,On Zayo Network,,0.0,0.0,36431.02142857143,0.0,1580.5714285714287,3060.5699999999993,-84.4256845,33.733839200000006,,18920.2,Fiber Only,Consulting / Other Professional Services,Professional Services,0.0
1653,Opp-001226,Acct-000186,3 - Committed,False,False,10/19/16,36.0,,New Service,Wavelengths - Long Haul,Bldg-137944,Denver,7103 S Revere Pkwy,Englewood,CO,80112,1451.63,Not on Zayo Network,,0.0,0.0,36431.02142857143,0.0,1580.5714285714287,3060.5699999999993,-104.84289,39.587472,,55948.9,On-Net,Consulting / Other Professional Services,Professional Services,0.0
1654,Opp-001227,Acct-000470,3 - Committed,False,False,10/19/16,60.0,,New Service,Dark Fiber - Metro,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,9700.0,10630.0,13294.765652173915,2045543668.0,1290.8,1253.8352173913045,-104.995682,39.74556,,16742.05,On-Net,National Carrier/ISP,Telecommunications,180941.0
1655,Opp-001228,Acct-000074,5 - Accepted,True,True,10/19/16,36.0,,New Service,Ethernet,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,On Zayo Network,,139000.0,141000.0,31647.891735537192,63410550000.0,1554.4462809917356,2657.0976859504135,-96.9829687,32.8970767,,32281.8,Fiber Only,Cable & Satellite,Media & Content,827848.0
1656,Opp-001229,Acct-000072,1 - Working,False,False,10/19/16,-1.0,,New Service,Dark Fiber - Metro,Bldg-111341,Dallas,13455 Noel Rd,Dallas,TX,75240,811.87,On Zayo Network,,431.0,475.0,29561.68743455497,109048721.12,1080.3329842931937,2066.148219895288,-96.818286,32.930845,,32296.75,Fiber Only,National Carrier/ISP,Telecommunications,1307326.0
1657,Opp-001229,Acct-000072,1 - Working,False,False,10/19/16,-1.0,,New Service,Dark Fiber - Metro,Bldg-138033,Dallas,5001 Spring Valley Rd,Dallas,TX,75244,360.16,On Zayo Network,,431.0,475.0,29561.68743455497,109048721.12,1080.3329842931937,2066.148219895288,-96.82379300000001,32.940033,,33609.6,Restricted,National Carrier/ISP,Telecommunications,1307326.0
1658,Opp-001229,Acct-000072,1 - Working,False,False,10/19/16,-1.0,,New Service,Dark Fiber - Metro,Bldg-361118,Dallas,2800 Summit Ave,Plano,TX,75074,202.08,On Zayo Network,,431.0,475.0,29561.68743455497,109048721.12,1080.3329842931937,2066.148219895288,-96.6764626,33.0093307,,24124.8,Fiber Only,National Carrier/ISP,Telecommunications,1307326.0
1659,Opp-001230,Acct-001057,1 - Working,False,False,10/19/16,-1.0,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,10000.0,10000.0,29800.1,3132445212.0,922.0,2305.55,-96.819612,32.800805,,26388.0,On-Net,Retail,Other Industry,6067.0
1660,Opp-001231,Acct-000191,3 - Committed,False,False,10/19/16,36.0,,New Service,Ethernet,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network,,0.0,0.0,61517.550588235295,0.0,1663.2156862745098,2811.42,-84.38769,33.758884,,35325.28,On-Net,,,0.0
1661,Opp-001231,Acct-000191,3 - Committed,False,False,10/19/16,36.0,,New Service,Ethernet,Bldg-109004,Atlanta,245 Peachtree Center Ave NE,Atlanta,GA,30303,682.15,On Zayo Network,,0.0,0.0,61517.550588235295,0.0,1663.2156862745098,2811.42,-84.3856605,33.76109829999999,,26371.6,Fiber Only,,,0.0
1662,Opp-001232,Acct-000191,2 - Best Case,False,False,10/19/16,36.0,,New Service,Wavelengths - Metro,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network,,0.0,0.0,61517.550588235295,0.0,1663.2156862745098,2811.42,-84.38769,33.758884,,35325.28,On-Net,,,0.0
1663,Opp-001232,Acct-000191,2 - Best Case,False,False,10/19/16,36.0,,New Service,Wavelengths - Metro,Bldg-109004,Atlanta,245 Peachtree Center Ave NE,Atlanta,GA,30303,682.15,On Zayo Network,,0.0,0.0,61517.550588235295,0.0,1663.2156862745098,2811.42,-84.3856605,33.76109829999999,,26371.6,Fiber Only,,,0.0
1664,Opp-001233,Acct-000191,2 - Best Case,False,False,10/19/16,36.0,,New Service,Ethernet,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network,,0.0,0.0,61517.550588235295,0.0,1663.2156862745098,2811.42,-84.38769,33.758884,,35325.28,On-Net,,,0.0
1665,Opp-001233,Acct-000191,2 - Best Case,False,False,10/19/16,36.0,,New Service,Ethernet,Bldg-136910,Atlanta,47 Trinity Ave SW,Atlanta,GA,30334,2247.6,Not on Zayo Network,,0.0,0.0,61517.550588235295,0.0,1663.2156862745098,2811.42,-84.38904129999999,33.747665999999995,,63942.4,Fiber Only,,,0.0
1666,Opp-001234,Acct-000191,2 - Best Case,False,False,10/19/16,36.0,,New Service,Wavelengths - Metro,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network,,0.0,0.0,61517.550588235295,0.0,1663.2156862745098,2811.42,-84.38769,33.758884,,35325.28,On-Net,,,0.0
1667,Opp-001234,Acct-000191,2 - Best Case,False,False,10/19/16,36.0,,New Service,Wavelengths - Metro,Bldg-136910,Atlanta,47 Trinity Ave SW,Atlanta,GA,30334,2247.6,Not on Zayo Network,,0.0,0.0,61517.550588235295,0.0,1663.2156862745098,2811.42,-84.38904129999999,33.747665999999995,,63942.4,Fiber Only,,,0.0
1668,Opp-001235,Acct-000322,Closed - Lost,True,False,10/19/16,36.0,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,0.0,0.0,31335.8303030303,0.0,1173.4545454545455,2507.519393939394,-96.819612,32.800805,,26388.0,On-Net,Consulting / Other Professional Services,Professional Services,946.1
1669,Opp-001236,,1 - Working,False,False,10/20/16,36.0,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,0.0,0.0,0.0,0.0,0.0,0.0,-96.819612,32.800805,,26388.0,On-Net,unknown,unknown,0.0
1670,Opp-001237,Acct-000749,1 - Working,False,False,10/20/16,-1.0,,New Service,Wavelengths - Long Haul,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,5.0,201.0,0.0,590080.0,2766.0,5010.763333333333,-84.391561,33.755431,,11993.5,On-Net,Gaming/eSports,Media & Content,1588.0
1671,Opp-001237,Acct-000749,1 - Working,False,False,10/20/16,-1.0,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,5.0,201.0,0.0,590080.0,2766.0,5010.763333333333,-96.819612,32.800805,,26388.0,On-Net,Gaming/eSports,Media & Content,1588.0
1672,Opp-001238,Acct-000013,5 - Accepted,True,True,10/20/16,60.0,,New Service,Ethernet,Bldg-109207,Atlanta,3100 Cumberland Blvd SE,Atlanta,GA,30339,317.03,On Zayo Network,,40000.0,40000.0,32009.30836697248,10779768901.96,1315.7018165137615,2418.917541284404,-84.4652295,33.8773458,,19510.9,Fiber Only,National Carrier/ISP,Telecommunications,5117529.0
1673,Opp-001239,Acct-000132,1 - Working,False,False,10/20/16,-1.0,,New Service,Wavelengths - Long Haul,Bldg-038246,Atlanta,5855 Peachtree Corners E,Norcross,GA,30092,2145.58,On Zayo Network,,241600.0,241593.0,19732.295306122447,86033309924.34,1629.4938775510204,1726.1802040816324,-84.22744200000001,33.953671,,61493.92,Fiber Only,National Carrier/ISP,Telecommunications,487472.0
1674,Opp-001240,Acct-000009,Closed - Lost,True,False,10/20/16,-1.0,,New Service,Wavelengths - Metro,Bldg-018751,Atlanta,1369 Spring St SE,Smyrna,GA,30080,105.12,On Zayo Network,,12626.0,12326.0,22584.21958333333,5374799000.0,1109.8575,2183.6229000000003,-84.513244,33.884115,,13153.6,On-Net,National Carrier/ISP,Telecommunications,1915889.0
1675,Opp-001240,Acct-000009,Closed - Lost,True,False,10/20/16,-1.0,,New Service,Wavelengths - Metro,Bldg-110966,Atlanta,1960 Woodland Hills Ave NW,Atlanta,GA,30318,81.54,On Zayo Network,,12626.0,12326.0,22584.21958333333,5374799000.0,1109.8575,2183.6229000000003,-84.41918299999999,33.808331,,12446.2,Fiber Only,National Carrier/ISP,Telecommunications,1915889.0
1676,Opp-001241,Acct-000009,Closed - Lost,True,False,10/20/16,-1.0,,New Service,Wavelengths - Metro,Bldg-018751,Atlanta,1369 Spring St SE,Smyrna,GA,30080,105.12,On Zayo Network,,12626.0,12326.0,22584.21958333333,5374799000.0,1109.8575,2183.6229000000003,-84.513244,33.884115,,13153.6,On-Net,National Carrier/ISP,Telecommunications,1915889.0
1677,Opp-001241,Acct-000009,Closed - Lost,True,False,10/20/16,-1.0,,New Service,Wavelengths - Metro,Bldg-110966,Atlanta,1960 Woodland Hills Ave NW,Atlanta,GA,30318,81.54,On Zayo Network,,12626.0,12326.0,22584.21958333333,5374799000.0,1109.8575,2183.6229000000003,-84.41918299999999,33.808331,,12446.2,Fiber Only,National Carrier/ISP,Telecommunications,1915889.0
1678,Opp-001242,Acct-000132,1 - Working,False,False,10/20/16,36.0,,New Service,Wavelengths - Metro,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,241600.0,241593.0,19732.295306122447,86033309924.34,1629.4938775510204,1726.1802040816324,-96.819612,32.800805,,26388.0,On-Net,National Carrier/ISP,Telecommunications,487472.0
1679,Opp-001242,Acct-000132,1 - Working,False,False,10/20/16,36.0,,New Service,Wavelengths - Metro,Bldg-117716,Dallas,6653 Pinecrest Dr,Plano,TX,75024,535.09,On Zayo Network,,241600.0,241593.0,19732.295306122447,86033309924.34,1629.4938775510204,1726.1802040816324,-96.81099300000001,33.064858,,25377.25,Fiber Only,National Carrier/ISP,Telecommunications,487472.0
1680,Opp-001243,Acct-000019,1 - Working,False,False,10/20/16,36.0,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,0.0,0.0,53023.202217194565,0.0,13306.329570135746,2934.3505882352943,-96.819612,32.800805,,26388.0,On-Net,National Carrier/ISP,Telecommunications,22141.48
1681,Opp-001244,Acct-000019,3 - Committed,False,False,10/20/16,36.0,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,0.0,0.0,53023.202217194565,0.0,13306.329570135746,2934.3505882352943,-96.819612,32.800805,,26388.0,On-Net,National Carrier/ISP,Telecommunications,22141.48
1682,Opp-001245,Acct-000200,2 - Best Case,False,False,10/20/16,36.0,,New Service,Wavelengths - Long Haul,Bldg-109955,Dallas,3000 Irving Blvd,Dallas,TX,75247,117.61,On Zayo Network,,100.0,100.0,30260.86142857143,23605378.69,1251.2857142857142,2083.4028571428576,-96.85716500000001,32.8084087,,19056.6,On-Net,Colo/Hosting,IT Infrastructure,82809.0
1683,Opp-001246,Acct-000073,3 - Committed,False,False,10/20/16,24.0,,New Service,Wavelengths - Long Haul,Bldg-108671,Denver,9706 E Easter Ave,Englewood,CO,80112,109.6,On Zayo Network,,14.0,14.0,22445.890588235296,15934330.39,786.4117647058823,1612.42,-104.876543,39.587387299999996,,17332.0,Fiber Only,Cloud Service Provider,IT Infrastructure,4164.0
1684,Opp-001247,Acct-001193,1 - Working,False,False,10/20/16,-1.0,,New Service,Ethernet,Bldg-501841,Dallas,3200 Airport Rd,Denton,TX,76207,-1.0,Not on Zayo Network,,4.0,4.0,0.0,359580.0,0.0,0.0,-97.1765621,33.203090700000004,,12000.0,Type 2,Reseller,Telecommunications,15209.0
1685,Opp-001248,Acct-000166,Closed - Lost,True,False,10/20/16,36.0,,New Service,Wavelengths - Long Haul,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network,,39.0,39.0,42589.692,16674518.44,968.1,1847.438,-96.79855,32.778334,,16808.4,Fiber Only,Colo/Hosting,IT Infrastructure,30386.0
1686,Opp-001249,Acct-000193,Closed - Lost,True,False,10/20/16,36.0,,New Service,IP Services,Bldg-062021,Atlanta,1955 W Oak Cir,Marietta,GA,30062,2357.25,Not on Zayo Network,,0.0,0.0,40504.73,0.0,922.0,4258.31,-84.521465,33.989337,,66574.0,Type 2,Manufacturing - Other,Energy & Manufacturing,2725.38
1687,Opp-001250,Acct-000829,1 - Working,False,False,10/20/16,-1.0,,New Service,Ethernet,Bldg-081134,Denver,4643 S Ulster St,Denver,CO,80237,252.5,On Zayo Network,,0.0,0.0,38687.18666666667,0.0,1347.06,1598.6599999999999,-104.89752,39.630789,,23762.5,On-Net,Media,Media & Content,0.0
1688,Opp-001251,Acct-000093,Closed - Lost,True,False,10/20/16,-1.0,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,250.0,250.0,13750.0611827957,119634513.84,558.1569892473118,987.4431541218638,-96.819612,32.800805,,26388.0,On-Net,Reseller,Telecommunications,230445.0
1689,Opp-001252,Acct-000093,Closed - Lost,True,False,10/20/16,-1.0,,New Service,Ethernet,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network,,250.0,250.0,13750.0611827957,119634513.84,558.1569892473118,987.4431541218638,-104.97949960000001,39.745886,,17038.15,On-Net,Reseller,Telecommunications,230445.0
1690,Opp-001252,Acct-000093,Closed - Lost,True,False,10/20/16,-1.0,,New Service,Ethernet,Bldg-059613,Denver,501 Wazee St,Denver,CO,80204,94.71,On Zayo Network,,250.0,250.0,13750.0611827957,119634513.84,558.1569892473118,987.4431541218638,-105.012074,39.744984,,16661.95,On-Net,Reseller,Telecommunications,230445.0
1691,Opp-001253,Acct-000093,Closed - Lost,True,False,10/20/16,-1.0,,New Service,Ethernet,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network,,250.0,250.0,13750.0611827957,119634513.84,558.1569892473118,987.4431541218638,-104.97949960000001,39.745886,,17038.15,On-Net,Reseller,Telecommunications,230445.0
1692,Opp-001253,Acct-000093,Closed - Lost,True,False,10/20/16,-1.0,,New Service,Ethernet,Bldg-059613,Denver,501 Wazee St,Denver,CO,80204,94.71,On Zayo Network,,250.0,250.0,13750.0611827957,119634513.84,558.1569892473118,987.4431541218638,-105.012074,39.744984,,16661.95,On-Net,Reseller,Telecommunications,230445.0
1693,Opp-001254,Acct-000122,5 - Accepted,True,True,10/21/16,1.0,,New Service,Dark Fiber - Metro,Bldg-132623,Atlanta,Sugarloaf Pkwy & Satellite Blvd NW,Duluth,GA,30097,5153.64,Not on Zayo Network,,0.0,0.0,31251.343999999997,0.0,1866.128,1971.3966,-84.14879,34.0309376,,133687.36,Type 2,National Carrier/ISP,Telecommunications,314529.0
1694,Opp-001255,Acct-001194,5 - Accepted,True,True,10/21/16,36.0,,New Service,Wavelengths - Long Haul,Bldg-113579,Denver,5801 Brighton Blvd,Commerce City,CO,80022,458.38,Not on Zayo Network,,0.0,0.0,0.0,0.0,0.0,0.0,-104.94376100000001,39.804983,,33027.1,Stubbed,Manufacturing - Other,Energy & Manufacturing,48730.68
1695,Opp-001256,Acct-001195,1 - Working,False,False,11/16/16,-1.0,,New Service,Dark Fiber - Metro,Bldg-505720,Dallas,Bois D Arc,Heath,TX,75032,-1.0,Not on Zayo Network,,0.0,0.0,0.0,0.0,0.0,0.0,-96.4636974,32.8266066,,12000.0,Fiber Only,Reseller,Telecommunications,14302.11
1696,Opp-001256,Acct-001195,1 - Working,False,False,11/16/16,-1.0,,New Service,Dark Fiber - Metro,Bldg-505727,Dallas,Stanley Ln,Heath,TX,75126,-1.0,Not on Zayo Network,,0.0,0.0,0.0,0.0,0.0,0.0,-96.4707427,32.7920812,,12000.0,Fiber Only,Reseller,Telecommunications,14302.11
1697,Opp-001257,Acct-000148,Closed - Lost,True,False,10/21/16,-1.0,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,45.0,45.0,34805.61214285714,5255400.0,1941.1392857142857,2790.4530357142858,-96.819612,32.800805,,26388.0,On-Net,Regional Carrier/ISP,Telecommunications,60135.0
1698,Opp-001258,Acct-000168,5 - Accepted,True,True,10/21/16,24.0,,New Service,IP Services,Bldg-110632,Atlanta,3340 Peachtree Rd NE,Atlanta,GA,30326,553.12,On Zayo Network,,0.0,0.0,15683.125,0.0,922.0,748.415,-84.3711818,33.8474268,,23274.88,Fiber Only,Internet Content & Software,Media & Content,3670.52
1699,Opp-001259,Acct-000007,1 - Working,False,False,11/16/16,-1.0,,New Service,Dark Fiber - Metro,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,0.0,0.0,23757.066940298504,0.0,1073.7171641791042,1775.3453731343284,-84.391561,33.755431,,11993.5,On-Net,PTT,Telecommunications,1334080.0
1700,Opp-001259,Acct-000007,1 - Working,False,False,11/16/16,-1.0,,New Service,Dark Fiber - Metro,Bldg-068789,Atlanta,3225 Cumberland Blvd SE,Atlanta,GA,30339,93.75,On Zayo Network,,0.0,0.0,23757.066940298504,0.0,1073.7171641791042,1775.3453731343284,-84.4608857,33.877815999999996,,12812.5,On-Net,PTT,Telecommunications,1334080.0
1701,Opp-001260,Acct-000002,1 - Working,False,False,11/16/16,-1.0,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,43350.0,43350.0,19287.699023746703,25378360491.8,1353.7565963060686,2117.4700527704485,-96.819612,32.800805,,26388.0,On-Net,National Carrier/ISP,Telecommunications,3344939.0
1702,Opp-001261,Acct-000584,1 - Working,False,False,10/21/16,-1.0,,New Service,Wavelengths - Long Haul,Bldg-038523,Atlanta,375 Riverside Pkwy,Lithia Springs,GA,30122,274.12,On Zayo Network,,1459.0,1752.0,9219.060000000001,801174666.0,636.1800000000001,914.134,-84.581427,33.744265000000006,,18223.6,On-Net,National Carrier/ISP,Telecommunications,62025.0
1703,Opp-001262,Acct-000122,5 - Accepted,True,True,10/22/16,1.0,,New Service,Dark Fiber - Metro,Bldg-497782,Atlanta,Northwoods Pkwy NW & Peachtree Industrial Blvd,Norcross,GA,30071,35.64,On Zayo Network,,0.0,0.0,31251.343999999997,0.0,1866.128,1971.3966,-84.1990564,33.9656409,,11069.2,Fiber Only,National Carrier/ISP,Telecommunications,314529.0
1704,Opp-001263,Acct-000205,1 - Working,False,False,10/21/16,-1.0,,New Service,Ethernet,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network,,0.0,0.0,19559.98,0.0,1383.0,1118.13,-96.930441,32.992076000000004,,27768.5,Fiber Only,Finance - Other,Finance,13871.43
1705,Opp-001264,Acct-000364,1 - Working,False,False,11/16/16,-1.0,,New Service,Dark Fiber - Long Haul,Bldg-080175,Denver,9197 S Peoria St,Englewood,CO,80112,1132.82,On Zayo Network,,41000.0,44000.0,60008.31090909091,1144922082.0,2245.3915151515153,2402.2990909090913,-104.84202059999998,39.5488997,,46384.6,Fiber Only,Internet Content & Software,Media & Content,162567.0
1706,Opp-001265,Acct-000178,1 - Working,False,False,10/22/16,36.0,,New Service,Wavelengths - Metro,Bldg-058803,Denver,11900 E Cornell Ave,Aurora,CO,80014,447.82,On Zayo Network,,0.0,0.0,49103.67,0.0,2620.7850000000003,2983.6911666666665,-104.850001,39.660965999999995,,32551.9,On-Net,Wireless,Telecommunications,0.0
1707,Opp-001265,Acct-000178,1 - Working,False,False,10/22/16,36.0,,New Service,Wavelengths - Metro,Bldg-497783,Denver,890 Auraria Pkwy,Denver,CO,80204,517.48,Not on Zayo Network,,0.0,0.0,49103.67,0.0,2620.7850000000003,2983.6911666666665,-105.0075422,39.7460198,,27924.4,Fiber Only,Wireless,Telecommunications,0.0
1708,Opp-001266,Acct-000122,5 - Accepted,True,True,10/22/16,1.0,,New Service,Dark Fiber - Metro,Bldg-142051,Atlanta,Alpharetta Hwy & Windward Pkwy Alpharetta,Alpharetta,GA,30004,1111.21,On Zayo Network,,0.0,0.0,31251.343999999997,0.0,1866.128,1971.3966,-84.275164,34.095591999999996,,36669.04,Fiber Only,National Carrier/ISP,Telecommunications,314529.0
1709,Opp-001267,,1 - Working,False,False,10/21/16,-1.0,,New Service,Dark Fiber - Metro,Bldg-105081,Dallas,6825 Communications Pkwy,Plano,TX,75024,1540.52,Not on Zayo Network,,0.0,0.0,0.0,0.0,0.0,0.0,-96.83,33.0697222,,50513.0,Fiber Only,unknown,unknown,0.0
1710,Opp-001267,,1 - Working,False,False,10/21/16,-1.0,,New Service,Dark Fiber - Metro,Bldg-497600,Dallas,5151 N Colony Blvd,The Colony,TX,75056,-1.0,Not on Zayo Network,,0.0,0.0,0.0,0.0,0.0,0.0,-96.87838020000001,33.0990754,,12000.0,Fiber Only,unknown,unknown,0.0
1711,Opp-001268,Acct-000204,Closed - Lost,True,False,10/21/16,36.0,,New Service,Ethernet,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,2300.0,0.0,28534.676666666666,251880304.1,922.0,1231.4399999999998,-96.79411800000001,32.787255,,15880.2,Fiber Only,National Carrier/ISP,Telecommunications,24261.0
1712,Opp-001269,Acct-000122,Closed - Lost,True,False,10/21/16,1.0,,New Service,Dark Fiber - Metro,Bldg-132623,Atlanta,Sugarloaf Pkwy & Satellite Blvd NW,Duluth,GA,30097,5153.64,Not on Zayo Network,,0.0,0.0,31251.343999999997,0.0,1866.128,1971.3966,-84.14879,34.0309376,,133687.36,Type 2,National Carrier/ISP,Telecommunications,314529.0
1713,Opp-001270,Acct-001196,5 - Accepted,True,True,10/23/16,1.0,,New Service,Dark Fiber - Metro,Bldg-497785,Atlanta,1435 Satellite Blvd NW,Suwanee,GA,30024,73.6,Not on Zayo Network,,0.0,0.0,0.0,0.0,0.0,0.0,-84.07870290000001,34.005000700000004,,12208.0,Fiber Only,Consulting / Other Professional Services,Professional Services,50168.11
1714,Opp-001271,Acct-000122,5 - Accepted,True,True,10/21/16,1.0,,New Service,Dark Fiber - Metro,Bldg-362086,Atlanta,White St SW & Mathews St SW,Atlanta,GA,30310,1.59,On Zayo Network,,0.0,0.0,31251.343999999997,0.0,1866.128,1971.3966,-84.4256,33.7348,,10047.7,On-Net,National Carrier/ISP,Telecommunications,314529.0
1715,Opp-001272,Acct-000448,5 - Accepted,True,True,11/16/16,36.0,a0M6000000KI5peEAD,Positive Re-Rate/Move/Change,IP Services,Bldg-114209,Denver,2347 Curtis St,Denver,CO,80205,326.83,Not on Zayo Network,,45.0,45.0,32857.278000000006,5453032.54,2083.72,1639.702,-104.98568770000001,39.754418799999996,,27107.35,Stubbed,Regional Carrier/ISP,Telecommunications,21182.0
